Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, 11th, Widowed, Handlers-cleaners, Unmarried, Black, Female, United-States
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, 11th, Separated, Farming-fishing, Other-relative, White, Male, Puerto-Rico
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Some-college, Separated, Prof-specialty, Own-child, White, Male, United-States
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male, United-States
 Self-emp-inc, HS-grad, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Widowed, Sales, Not-in-family, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 11th, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States
 Private, 11th, Married-civ-spouse, Sales, Wife, White, Female, United-States
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, United-States
 Private, Assoc-voc, Divorced, Prof-specialty, Own-child, Black, Male, United-States
 Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female, Cuba
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, England
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, France
 Local-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, South
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, Columbia
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States
 Private, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, 11th, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male, India
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, Philippines
 Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Own-child, White, Female, England
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India
 Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male, United-States
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female, United-States
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male, United-States
 Private, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Black, Female, United-States
 Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male, Jamaica
 Private, 11th, Never-married, Sales, Own-child, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States
 Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States
 Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States
 Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, Portugal
 Private, 10th, Never-married, Other-service, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 10th, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States
 Private, 11th, Never-married, Other-service, Not-in-family, White, Female, United-States
 State-gov, Masters, Never-married, Prof-specialty, Other-relative, White, Female, United-States
 Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 State-gov, Assoc-voc, Widowed, Prof-specialty, Unmarried, White, Female, United-States
 Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Other-relative, White, Male, United-States
 Private, 5th-6th, Never-married, Machine-op-inspct, Own-child, White, Female, United-States
 Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, Laos
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female, United-States
 Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 12th, Divorced, Transport-moving, Not-in-family, White, Male, United-States
 Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, Mexico
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Without-pay, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico
 Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, Hungary
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 10th, Never-married, Sales, Own-child, Black, Female, United-States
 Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female, United-States
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
 Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, 11th, Never-married, Sales, Not-in-family, White, Female, Honduras
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
 Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female, United-States
 Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
 Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States
 Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, United-States
 Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 12th, Divorced, Machine-op-inspct, Not-in-family, Black, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States
 Private, 10th, Separated, Adm-clerical, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, Mexico
 Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female, United-States
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, South
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States
 State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male, Dominican-Republic
 Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male, Ecuador
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 5th-6th, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female, United-States
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Sales, Unmarried, White, Female, United-States
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States
 State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male, Mexico
 Local-gov, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
 Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, 11th, Never-married, Craft-repair, Unmarried, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States
 Federal-gov, Prof-school, Separated, Prof-specialty, Unmarried, White, Female, Germany
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, Germany
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female, United-States
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States
 Private, Masters, Separated, Tech-support, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States
 Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, South
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female, United-States
 Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Masters, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, Thailand
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, Mexico
 Private, Some-college, Divorced, Tech-support, Unmarried, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, Guatemala
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 11th, Never-married, Sales, Own-child, White, Female, India
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male, United-States
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male, United-States
 State-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Male, United-States
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States
 Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, India
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male, Canada
 Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, Poland
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, 9th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, Italy
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States
 Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female, United-States
 Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
 Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Black, Male, United-States
 State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female, United-States
 Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Male, Mexico
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Sales, Own-child, Black, Female, United-States
 Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Sales, Other-relative, Black, Female, United-States
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male, United-States
